"","geneID","Dauer-SRS004859","Dauer-SRS269390","Dauer-SRS269389","Dauer-SRS269391","L1-SRS003005","L1-SRS151153","L2-SRS001788","L2-SRS174229","L3-SRS001790","L3-SRS150938","L4-SRS001791","L4-SRS004864","L4_male-SRS003000","L4_male-SRS174140","YA-SRS001789","YA-SRS178501","EE_028-SRS311761","EE_028-SRS931097","EE_118-SRS931098","EE_118-SRS931099","EE_199-SRS931095","EE_378-SRS932422","EE_467-SRS932420","EE_574-SRS932425","EE_674-SRS932432","EE_674-SRS932431","EE_285-SRS932437","EE_199-SRS932475","EE_285-SRS932477","EE_378-SRS932479","EE_467-SRS932481","EE_574-SRS932483","DauerEntry-SRS004860","DauerEntry-SRS269109","DauerEntry-SRS174141","DauerEntry-SRS269110","DauerExit-SRS151144","DauerExit-SRS269108","DauerExit-SRS269111","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"11","WBGene00005137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0,0.111127175161654,0,0,0,0,0,0,0,0,"srd-60","C13B7.3","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","Cbr-srd-60 | WBGene00024402",64.1176,"CBN07729 | WBGene00146454",57.9412,"CRE15895 | WBGene00061132",48.8235,NA,NA
"12","WBGene00005138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srd-61","C01B4.5","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd)","Cbr-srd-61 | WBGene00024403",42.5076,"CBN09383 | WBGene00148108",32.7217,"CRE15894 | WBGene00061133",62.9969,NA,NA
"13","WBGene00005148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srd-71","C13B7.4","Serpentine Receptor, class D (Delta)","7TM GPCR, serpentine receptor class d (Srd), ","Cbr-srd-72 | WBGene00024400",73.9938,"Cbn-srd-72.1 | WBGene00142557",81.7337,"Cre-srd-72 | WBGene00061131",77.3994,NA,NA
"14","WBGene00005280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srh-57","Y49F6A.2","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"Cbn-srh-56.1 | WBGene00147445",62.8125,"Cre-srh-56 | WBGene00058074",68.125,"Cjp-srh-56 | WBGene00132798",34.6875
"15","WBGene00005435",0,0,0,0,0,0,0,0,0.0411434742479498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srh-227","C35D6.2","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,"CRE19075 | WBGene00057754",44.9405,"CJA15747 | WBGene00134951",36.3095
"16","WBGene00005436",0,0,0,0,0,0,0,0,0.0411434742479498,0,0,0,0,0,0,0,0,0,0,0,0.0538747327341852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srh-228","C35D6.1","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,"CRE19075 | WBGene00057754",44.9405,"CJA15747 | WBGene00134951",36.3095
"17","WBGene00005509",0,0,0,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"srh-305","Y49F6A.3","Serpentine Receptor, class H","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"Cbn-srh-56.1 | WBGene00147445",62.8125,"Cre-srh-56 | WBGene00058074",68.125,"Cjp-srh-56 | WBGene00132798",34.6875
"18","WBGene00005525",0.0359418153765268,0,0,0.147135608121768,0.0297404863009669,0.028224960727084,0,0,0,0,0,0,0,0,0,0,0,0.209160278998896,0,0,0.10774946546837,0,0,0,0,0,0,0,0,0,0,0.175190609573098,0,0,0,0.104688524420832,0.126211838746202,0,0.0306226097139205,"sri-13","M01G12.13","Serpentine Receptor, class I","7TM GPCR, serpentine chemoreceptor class i (Sri)","CBG23847 | WBGene00042101",58.651,"Cbn-sri-15 | WBGene00151597",56.8915,"CRE28329 | WBGene00055988",55.7185,NA,NA
"19","WBGene00005526",0,0,0.0404187144387309,0.049045202707256,0,0.014112480363542,0,0,0,0,0,0,0,0,0,0.0461264059097889,0.237049567301572,0.104580139499448,0,0.112329486647506,0,0,0.146553461933508,0,0,0,0,0,0,0,0,0,0.0359045245553377,0,0,0.139584699227776,0,0,0.061245219427841,"sri-14","M01G12.1","Serpentine Receptor, class I","7TM GPCR, serpentine chemoreceptor class i (Sri)","CBG23847 | WBGene00042101",58.651,"Cbn-sri-15 | WBGene00151597",56.5982,"CRE28329 | WBGene00055988",55.4252,NA,NA
"20","WBGene00005922",0.215650892259161,0,0.121256143316193,0.130787207219349,0.0297404863009669,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0.052290069749724,0,0,0.10774946546837,0,0.0732767309667538,0,0,0.143278237597442,0,0,0,0,0,0,0,0,0.167256042114068,0.0348961748069439,0,0.0489835904971834,0.0306226097139205,"srx-31","F41H8.4","7TM_GPCR_Srx domain-containing protein","7TM GPCR, serpentine receptor class x  (Srx)","CBG21480 | WBGene00040237",49.6644,"CBN28540 | WBGene00190505",53.0201,"CRE09542 | WBGene00083629",40.9396,NA,NA
"21","WBGene00006073",0.0359418153765268,0,0,0.0163484009024187,0,0,0.0615020296284798,0,0.0411434742479498,0,0,0,0,0,0,0,0.118524783650786,0,0.127615992249115,0,0,0,0.146553461933508,0,0.143834953418331,0,0,0,0,0,0,0,0,0,0,0.0348961748069439,0,0,0,"str-5","T23D5.12","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG11558 | WBGene00032662",69.4286,NA,NA,"CRE06078 | WBGene00064815",68.2857,NA,NA
"22","WBGene00006136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-76","C01B4.10","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"23","WBGene00006170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-119","C13B7.5","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN28096 | WBGene00190061",33.5312,NA,NA,"CJA00724 | WBGene00119928",16.3205
"24","WBGene00006171",0,0.222607481570327,0.141465500535558,0.0980904054145119,0.0297404863009669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359045245553377,0.0642899900292654,0,0.139584699227776,0,0.14695077149155,0.153113048569603,"str-120","C13B7.2","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN10716 | WBGene00149441",41.4201,"CRE15898 | WBGene00061129",68.3432,NA,NA
"25","WBGene00006200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-154","Y45G12C.12","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG11643 | WBGene00032736",33.2353,NA,NA,"CRE10749 | WBGene00076429",29.1176,NA,NA
"26","WBGene00006283",0,0,0,0.0163484009024187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25523198449823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-257","C01B4.1","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG13173 | WBGene00033975",54.8295,NA,NA,"CRE04877 | WBGene00055901",59.0909,"CJA03630 | WBGene00122834",15.3409
"27","WBGene00006284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"str-258","C01B4.3","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","CBG13173 | WBGene00033975",56.25,NA,NA,"CRE04877 | WBGene00055901",60.7955,"CJA03630 | WBGene00122834",15.625
"28","WBGene00006488",0.0359418153765268,0.222607481570327,0,0.049045202707256,0,0.014112480363542,0.153755074071199,0,0.0822869484958995,0.0362344322838066,0,0.042879710448752,0,0,0,0,0,0.104580139499448,0,0,0,0.220534107143408,0.219830192900261,0.25625005084962,0.215752430127497,0.214917356396163,0,0,0,0,0,0,0,0,0,0,0,0,0.0306226097139205,"F56D6.6","F56D6.6","Glycophorin-A","",NA,NA,NA,NA,NA,NA,NA,NA
"29","WBGene00006549",0,0,0,0,0,0,0.0307510148142399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tbx-30","Y59E9AR.3","Putative T-box protein 30/42","T-box transcription factor, p53-like transcription factor, DNA-binding domain superfamily, Transcription factor, T-box, conserved site, T-box superfamily, T-box transcription factor, DNA-binding domain",NA,NA,NA,NA,"Cre-tbx-30 | WBGene00085738",27.5974,NA,NA
"30","WBGene00006560",0,0,0,0,0,0,0.0615020296284798,0,0,0,0,0,0,0.0414088054085531,0.0437896548166606,0.0461264059097889,0.118524783650786,0.26145034874862,0,0.112329486647506,0,0.0735113690478028,0,0.192187538137215,0.0719174767091656,0,0,0,0,0,0,0.525571828719294,0,0,0,0,0,0,0,"tbx-41","T26C11.1","Putative T-box protein 41","p53-like transcription factor, DNA-binding domain superfamily, T-box superfamily, T-box transcription factor, DNA-binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"31","WBGene00007075",0,0,0.0202093572193654,0.0163484009024187,0.0148702431504835,0,0,0,0.0411434742479498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306226097139205,"AC8.3","AC8.3","MULE domain-containing protein","","CBG05097 | WBGene00027632",10.6952,NA,NA,"CRE30180 | WBGene00072410",33.1551,"CJA18145 | WBGene00137349",10.9626
"32","WBGene00007076",0,0,0,0.0326968018048373,0,0.014112480363542,0,0,0,0,0,0,0,0,0.0437896548166606,0,0,0,0,0,0.0538747327341852,0,0,0.0640625127124049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061245219427841,"AC8.4","AC8.4","","",NA,NA,NA,NA,NA,NA,NA,NA
"33","WBGene00007173",0,0,0.0404187144387309,0.0326968018048373,0.0297404863009669,0,0.0307510148142399,0,0,0,0.074974675429007,0,0,0,0,0,0.118524783650786,0.052290069749724,0,0,0.0538747327341852,0,0,0.25625005084962,0.287669906836662,0.143278237597442,0.106302686268882,0,0,0,0,0,0,0,0,0,0,0,0.0306226097139205,"B0393.8","B0393.8","","",NA,NA,NA,NA,NA,NA,NA,NA
"34","WBGene00007206",0,0,0,0,0.0148702431504835,0,0,0,0,0,0,0,0,0,0,0,0.118524783650786,0,0,0,0,0,0,0.0640625127124049,0,0.143278237597442,0,0,0,0,0,0,0,0,0,0,0,0,0,"B0564.6","B0564.6","F-box domain-containing protein","Leucine-rich repeat, cysteine-containing subtype, Leucine-rich repeat domain superfamily","CBG01819 | WBGene00025005",69.2671,NA,NA,"CRE24307 | WBGene00073589",70.922,NA,NA
"35","WBGene00007208",0,0,0,0.0163484009024187,0.0148702431504835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12812502542481,0,0.0716391187987209,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"B0564.9","B0564.9","F-box domain-containing protein","Leucine-rich repeat, cysteine-containing subtype, Leucine-rich repeat domain superfamily","CBG01819 | WBGene00025005",69.2671,NA,NA,"CRE24307 | WBGene00073589",70.922,NA,NA
"36","WBGene00007259",0,0.222607481570327,0,0,0,0,0.0922530444427196,0.050046510724742,0,0,0,0,0,0,0,0,0.355574350952359,0.052290069749724,0.0638079961245576,0,0,0,0,0.192187538137215,0.0719174767091656,0.143278237597442,0,0,0,0,0,0.350381219146196,0,0,0,0,0,0,0,"C02B4.3","C02B4.3","Phage_int_SAM_5 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"37","WBGene00007293",0,0,0,0,0,0,0.0922530444427196,0,0,0,0.074974675429007,0,0.0350287640447392,0.0414088054085531,0.0437896548166606,0,0,0,0,0.112329486647506,0,0.0735113690478028,0.146553461933508,0.12812502542481,0,0.286556475194883,0.212605372537764,0,0.168743306163974,0.128436330065442,0,0.262785914359647,0,0,0,0,0,0,0,"C04B4.5","C04B4.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"38","WBGene00007442",0,0,0,0.0163484009024187,0.0446107294514504,0.042337441090626,0.0615020296284798,0,0,0,0,0,0,0.0414088054085531,0,0,0,0,0,0,0,0,0,0.12812502542481,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0,0,0,0.041814010528517,0.104688524420832,0,0,0.0306226097139205,"C08E8.6","C08E8.6","","","CBG23707 | WBGene00041990",62.7119,"CBN20676 | WBGene00159401",64.4068,"CRE23530 | WBGene00083220",57.6271,NA,NA
"39","WBGene00007638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735113690478028,0,0,0,0,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"C17D12.3","C17D12.3","","Peptide N glycanase, PAW domain, Galactose-binding-like domain superfamily, PAW domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"40","WBGene00007770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237049567301572,0.104580139499448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,0,0,0,0,0,0,0,"nhr-259","C27C7.8","NR LBD domain-containing protein","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"41","WBGene00007852",0.0359418153765268,0,0,0,0,0,0,0,0.0411434742479498,0,0,0,0,0,0,0,0.355574350952359,0,0,0.112329486647506,0,0,0.0732767309667538,0,0.0719174767091656,0,0,0,0,0,0.111127175161654,0.0875953047865491,0,0,0,0,0,0,0,"C31G12.3","C31G12.3","Transposase","",NA,NA,NA,NA,NA,NA,NA,NA
"42","WBGene00007871",0,0,0,0,0,0,0.0615020296284798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C32H11.8","C32H11.8","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","CBG21288 | WBGene00040108",42.0513,NA,NA,"CRE11004 | WBGene00080441",42.5641,NA,NA
"43","WBGene00007874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C32H11.11","C32H11.11","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","CBG21288 | WBGene00040108",42.0513,NA,NA,"CRE11004 | WBGene00080441",42.5641,NA,NA
"44","WBGene00008058",0,0,0.0202093572193654,0,0,0,0,0,0,0,0.074974675429007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348961748069439,0,0,0,"C41G6.12","C41G6.12","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBN07584 | WBGene00146309",39.5349,"CRE15994 | WBGene00082047",38.1395,NA,NA
"45","WBGene00008217",0,0,0,0,0.0297404863009669,0.014112480363542,0.0307510148142399,0,0.0411434742479498,0,0.074974675429007,0,0.0350287640447392,0,0,0,0.237049567301572,0,0,0,0,0.147022738095606,0,0.0640625127124049,0.215752430127497,0,0,0,0,0,0,0.613167133505844,0,0,0,0,0,0,0.061245219427841,"C50B6.1","C50B6.1","DUF4817 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"46","WBGene00008291",0,0,0,0,0,0.014112480363542,0.0307510148142399,0,0,0,0,0,0,0,0.0437896548166606,0,0,0.052290069749724,0.0638079961245576,0.112329486647506,0,0,0.293106923867015,0.25625005084962,0.431504860254993,0.143278237597442,0.106302686268882,0,0,0,0,0.262785914359647,0,0,0,0,0,0,0,"C54C8.3","C54C8.3","Hexosyltransferase","Glycosyl transferase, family 31",NA,NA,NA,NA,NA,NA,NA,NA
"47","WBGene00008322",0.0718836307530536,0,0.121256143316193,0.130787207219349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192187538137215,0,0,0,0.0940553271056166,0,0,0,0.350381219146196,0,0,0.041814010528517,0.139584699227776,0.126211838746202,0.0489835904971834,0.153113048569603,"C55A1.4","C55A1.4","DUF2059 domain-containing protein","Protein of unknown function DUF4473","CBG04677 | WBGene00027303",69.6078,"CBN25350 | WBGene00164075",71.5686,"CRE08915 | WBGene00056933",75.4902,NA,NA
"48","WBGene00008699",0,0,0,0,0.0148702431504835,0.07056240181771,0.0922530444427196,0,0,0.0181172161419033,0,0,0,0,0.0437896548166606,0,0.118524783650786,0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350381219146196,0,0,0,0,0,0,0,"F11D11.4","F11D11.4","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"49","WBGene00008855",0,0,0,0.0163484009024187,0.0297404863009669,0,0.0307510148142399,0.050046510724742,0,0,0,0.042879710448752,0,0.0414088054085531,0,0.0461264059097889,0.237049567301572,0.052290069749724,0,0,0,0,0,0,0,0.214917356396163,0,0,0,0,0,0,0.0359045245553377,0,0.041814010528517,0,0,0,0.0306226097139205,"F15D3.5","F15D3.5","","",NA,NA,NA,NA,NA,NA,NA,NA
"50","WBGene00008928",0,0,0,0.0326968018048373,0,0,0.0307510148142399,0,0,0,0,0,0.0350287640447392,0.0828176108171063,0,0,0.237049567301572,0.104580139499448,0,0,0.10774946546837,0,0,0,0.0719174767091656,0,0.212605372537764,0,0,0,0,0.175190609573098,0.107713573666013,0,0.041814010528517,0,0.126211838746202,0,0.061245219427841,"F17H10.4","F17H10.4","","","CBG05237 | WBGene00027742",35.3982,"CBN12253 | WBGene00150978",49.5575,"CRE19173 | WBGene00058770",58.4071,"CJA28087 | WBGene00183661",24.7788
"51","WBGene00009017",0,0,0,0,0,0,0.0615020296284798,0,0,0,0.074974675429007,0,0.0350287640447392,0,0.0437896548166606,0,0,0,0,0,0,0,0,0.0640625127124049,0,0.143278237597442,0.212605372537764,0,0,0.128436330065442,0.111127175161654,0,0,0,0,0,0,0,0,"F21D9.3","F21D9.3","Conotoxin superfamily T","",NA,NA,NA,NA,NA,NA,NA,NA
"52","WBGene00009167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F26F2.2","F26F2.2","Transcription termination factor Rho","",NA,NA,NA,NA,NA,NA,NA,NA
"53","WBGene00009424",0,0,0.0202093572193654,0,0.77325264382514,0.042337441090626,0.0615020296284798,0,0,0,0,0,0,0,0,0,0.355574350952359,0.052290069749724,0,0,0,0.147022738095606,0,0.12812502542481,0.215752430127497,0,0,0,0,0,0,0.0875953047865491,0,0,0.041814010528517,0,0,0,0,"F35E8.13","F35E8.13","ShKT domain-containing protein","ShKT domain","CBG22849 | WBGene00041312",77.1084,"CBN18116 | WBGene00156841",80.7229,"CRE08704 | WBGene00056582",83.1325,NA,NA
"54","WBGene00009610",0,0,0,0,0,0,0.0307510148142399,0,0.0411434742479498,0,0.074974675429007,0,0,0.0414088054085531,0,0,0,0,0.0638079961245576,0,0,0,0,0,0,0.143278237597442,0,0,0,0,0,0.0875953047865491,0,0.128579980058531,0,0,0,0,0,"oac-28","F41D3.5","Acyl_transf_3 domain-containing protein","Acyltransferase 3 domain, SGNH domain",NA,NA,NA,NA,NA,NA,NA,NA
"55","WBGene00009612",0,0,0,0,0.0297404863009669,0.028224960727084,0,0,0.0411434742479498,0.0543516484257099,0,0.042879710448752,0.140115056178957,0.0828176108171063,0,0,0.355574350952359,0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0,0.262785914359647,0,0,0,0,0,0,0,"F41D3.7","F41D3.7","GALNT3","",NA,NA,NA,NA,NA,NA,NA,NA
"56","WBGene00009615",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414088054085531,0,0,0.237049567301572,0,0,0,0,0,0.293106923867015,0.12812502542481,0.143834953418331,0.286556475194883,0,0,0,0,0,0,0,0.128579980058531,0,0.139584699227776,0,0,0,"oac-25","F41D3.10","Acyl_transf_3 domain-containing protein","Acyltransferase 3 domain, SGNH domain",NA,NA,NA,NA,NA,NA,NA,NA
